Img,Label
Blended_65.jpg,1.0
Blended_66.jpg,1.0
Blended_67.jpg,1.0
Blended_68.jpg,1.0
Blended_69.jpg,1.0
Blended_70.jpg,1.0
Blended_71.jpg,1.0
Blended_72.jpg,2.0
Blended_73.jpg,2.0
Blended_74.jpg,2.0
Blended_75.jpg,2.0
Blended_76.jpg,2.0
Blended_77.jpg,2.0
Blended_78.jpg,2.0
Blended_79.jpg,0.0
Blended_80.jpg,0.0
Blended_81.jpg,1.0
Blended_82.jpg,1.0
Blended_83.jpg,1.0
Blended_84.jpg,1.0
Blended_85.jpg,1.0
Blended_86.jpg,2.0
Blended_87.jpg,0.0
Blended_88.jpg,0.0
Blended_89.jpg,0.0
Blended_90.jpg,0.0
Blended_91.jpg,0.0
Blended_92.jpg,0.0
Blended_93.jpg,0.0
Blended_94.jpg,1.0
Blended_95.jpg,0.0
Blended_96.jpg,0.0
