Img,Label
Blended_100.jpg,0.0
Blended_101.jpg,1.0
Blended_102.jpg,0.0
Blended_103.jpg,2.0
Blended_104.jpg,2.0
Blended_105.jpg,2.0
Blended_106.jpg,2.0
Blended_107.jpg,2.0
Blended_108.jpg,2.0
Blended_109.jpg,2.0
Blended_110.jpg,0.0
Blended_111.jpg,0.0
Blended_112.jpg,1.0
Blended_113.jpg,0.0
Blended_114.jpg,1.0
Blended_115.jpg,0.0
Blended_116.jpg,2.0
Blended_117.jpg,0.0
Blended_118.jpg,1.0
Blended_119.jpg,2.0
Blended_120.jpg,0.0
Blended_121.jpg,0.0
Blended_122.jpg,2.0
Blended_123.jpg,2.0
Blended_124.jpg,2.0
Blended_125.jpg,1.0
Blended_126.jpg,0.0
Blended_127.jpg,1.0
Blended_128.jpg,1.0
Blended_97.jpg,0.0
Blended_98.jpg,0.0
Blended_99.jpg,0.0
