Img,Label
Blended_161.jpg,1.0
Blended_162.jpg,0.0
Blended_163.jpg,0.0
Blended_164.jpg,0.0
Blended_165.jpg,0.0
Blended_166.jpg,0.0
Blended_167.jpg,0.0
Blended_168.jpg,1.0
Blended_169.jpg,2.0
Blended_170.jpg,2.0
Blended_171.jpg,2.0
Blended_172.jpg,2.0
Blended_173.jpg,2.0
Blended_174.jpg,2.0
Blended_175.jpg,2.0
Blended_176.jpg,0.0
Blended_177.jpg,0.0
Blended_178.jpg,1.0
Blended_179.jpg,1.0
Blended_180.jpg,1.0
Blended_181.jpg,1.0
Blended_182.jpg,2.0
Blended_183.jpg,0.0
Blended_184.jpg,0.0
Blended_185.jpg,0.0
Blended_186.jpg,1.0
Blended_187.jpg,0.0
Blended_188.jpg,0.0
Blended_189.jpg,0.0
Blended_190.jpg,0.0
Blended_191.jpg,0.0
Blended_192.jpg,0.0
